indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,both,Y015_019,26,118,87.76401985538517,0,0,,
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,both,Y020_024,24,59,35.455777420088374,0.1597831407250606,0.05549511373072718,0.07798675500420787,0.2995032591956623
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,both,Y025_029,25,65,38.68559377241425,0.12257349749819076,0.03852679463991285,0.06474335469906503,0.2199127637771954
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,both,Y030_034,24,71,41.95770497053497,0.09403441407899844,0.0372091219344161,0.04223350199666992,0.1963459431690038
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,both,Y035_039,23,50,34.03894411432574,0.23165248037355615,0.0915985828863578,0.09906492346483126,0.4525557049078445
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,both,Y040_044,21,38,26.56557408158443,0.2568306362216535,0.10519925442110216,0.10500955398536756,0.504436760310374
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,both,Y045_049,16,27,23.998314603697622,0.21275525314764385,0.09493867430920376,0.08170797725564331,0.4508022887820319
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,male,Y015_049,28,194,129.50350997953345,0.08424530918121198,0.02286518054158795,0.04894331332320369,0.14122890955796327
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,male,Y015_024,26,86,62.17061754749846,0.04186862074391111,0.03941800502629947,0.00632860117018742,0.23066337882432056
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,male,Y025_034,24,55,32.24842611627738,0.06352438254646033,0.03900053682259073,0.01842162850372359,0.19690321378021805
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,male,Y035_049,22,53,41.02031729788619,0.18638678173231535,0.06232716965240196,0.09285940284884923,0.3389198789239327
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,male,Y025_049,28,108,68.45615484893807,0.11613924758154096,0.03598468080555883,0.06200191370768312,0.2071096395852525
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,male,Y015_019,22,55,50.76077100664437,0,0,,
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,male,Y020_024,17,31,18.25405314407911,0.1019105092633214,0.08433413533704634,0.01830413599261512,0.4084939525589383
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,male,Y025_029,15,20,11.328296769704128,0.06112197854078261,0.04586629136357875,0.01340897739250401,0.23770613397771903
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,male,Y030_034,19,35,21.5634738448783,0.06520441316087885,0.04388752205956312,0.01672435784718868,0.22242706828867992
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,male,Y035_039,18,26,18.12496361801256,0.17499735803413738,0.08392887248449765,0.06356564009923453,0.39861840887939914
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,male,Y040_044,10,14,12.275473252448547,0.18114895663786135,0.07860671424196153,0.07261298630954491,0.3846309470397045
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,male,Y045_049,12,13,11.76668404233398,0.2132863823527291,0.11811319323065396,0.0638719807166305,0.518595030077563
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,male,Y050_054,7,9,7.3001395816931565,0,0,,
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,female,Y015_049,28,234,149.29262936608342,0.14657044644945966,0.036857353393447,0.08792283709100449,0.23428914087526173
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,female,Y015_024,25,91,59.81809678446581,0.06787988423412641,0.02856368036862985,0.02918360045723506,0.1499601729088137
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,female,Y025_034,27,81,48.10596362882064,0.14293951991948017,0.03931102914259783,0.08165937970954355,0.23827464385536143
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,female,Y035_049,27,62,41.968665270059425,0.272613252611752,0.10762501223918956,0.11454060998458852,0.5205805662507323
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,female,Y025_049,28,143,89.48891124412921,0.1981254350905584,0.0574212416694997,0.10847203332905368,0.3341088725120108
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,female,Y015_019,23,63,42.46819447101709,0,0,,
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,female,Y020_024,20,28,17.359650971751595,0.22935977492945053,0.08999264347023349,0.09887141119599592,0.4466953972421925
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,female,Y025_029,23,45,27.81707019550088,0.15406526697559847,0.06922455011743174,0.06042049841440812,0.34028425102193716
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,female,Y030_034,19,36,20.42144285962974,0.1260694609538487,0.062586173336289,0.04523741130967251,0.3051701623051953
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,female,Y035_039,15,24,16.55651629092599,0.278758769935596,0.12846764946263797,0.09948165824269416,0.574868673481233
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,female,Y040_044,17,24,15.69272970980432,0.2932498872608826,0.146790571914211,0.0938232568594315,0.6244588765608158
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_22_demo,Neno,all,female,Y045_049,12,14,12.467894035719292,0.21214386658836185,0.090406160592155,0.08531696649818389,0.43735653300523647
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,both,Y015_049,56,712,599.1889611273011,0.15957782687273162,0.02139551604613102,0.1219542083139883,0.2060842798568026
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,both,Y015_024,54,329,276.8222701369739,0.05580936509091806,0.01456349236354176,0.0332440122699759,0.09223035486965885
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,both,Y025_034,53,230,190.5035574705569,0.20671086770667743,0.04217550866125997,0.1359946834632431,0.3013725731841147
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,both,Y035_049,53,153,132.9879383762247,0.3149005329664747,0.05126724132298677,0.22390276266420264,0.4227368192131583
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,both,Y025_049,56,383,322.3741788620345,0.24805390913832365,0.03251807494202543,0.1898915933238123,0.31705862125254347
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,both,Y015_019,52,180,149.88791149466084,0.06195790493990341,0.01916738776393192,0.03344856391138563,0.11195219916527684
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,both,Y020_024,49,149,127.97088011584266,0.04766098983846615,0.01765919950964237,0.02281292016240833,0.09689030167144667
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,both,Y025_029,50,127,105.13428109571042,0.1468869027789174,0.04331036664317656,0.08042125872516552,0.25316150977130714
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,both,Y030_034,43,103,85.41878350770752,0.27799793294773417,0.04984841131019794,0.1913627792919992,0.3851727842199926
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,both,Y035_039,42,72,63.58005669050231,0.3213962998430119,0.06288305050195325,0.2120752476985403,0.4545599011236395
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,both,Y040_044,34,48,40.37234550291444,0.2928119568301547,0.07640333531816101,0.16729373317019447,0.4604323671110625
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,both,Y045_049,25,33,29.873746462367293,0.33647461236797593,0.09361894975468676,0.18228949688903337,0.5356452948860978
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,male,Y015_049,56,339,285.615111824406,0.08101400538155124,0.02010089517825909,0.04936831110252553,0.13016737146974125
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,male,Y015_024,51,173,142.30372227002275,0.01122163708903455,0.00905570793613672,0.00228696318694576,0.0532008838087792
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,male,Y025_034,46,96,80.36594358657251,0.11138601207391262,0.0526620284300668,0.04231151746339828,0.26233661499232397
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,male,Y035_049,40,70,64.65942840899501,0.2184244283787235,0.04863868923450063,0.1378470863524157,0.3281739024312612
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,male,Y025_049,54,166,143.46873132573208,0.15356703370645336,0.03825595681384614,0.0924789706415622,0.24415146638818616
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,male,Y015_019,43,99,80.44577824235242,0.00398261771154992,0.00402059258034699,5.481629451566536e-4,0.02832542540389663
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,male,Y020_024,38,74,62.68882152235259,0.02207743519835056,0.02205338728202546,0.00303984831809895,0.14321430392166506
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,male,Y025_029,35,51,43.74730990438754,0.1012649853973238,0.05763999091681926,0.03153666617289137,0.28050958203861315
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,male,Y030_034,32,45,37.061931507524534,0.12168500432522038,0.05618308736495793,0.04711621387488034,0.2796369281059053
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,male,Y035_039,27,34,31.371952054023552,0.17319145292404783,0.0689220733147819,0.0754016544538937,0.3498222015459648
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,male,Y040_044,21,25,23.431184954975997,0.2275917176963588,0.08076640430819443,0.1069345553617954,0.4203158159187279
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,male,Y045_049,10,11,9.87476792562451,0.3378042751241258,0.16101261650763235,0.1106749397692581,0.6764875320119806
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,male,Y050_054,10,13,12.405599757966597,0.4917067963655784,0.14639935415651686,0.23482903635988756,0.7530396029507443
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,female,Y015_049,56,373,314.4686989096602,0.23666571059173683,0.02762480184950332,0.18682794533656383,0.29497550332586614
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,female,Y015_024,49,156,136.05788962858173,0.1099751527828321,0.02660056256242066,0.0676320681205169,0.17388431653677183
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,female,Y025_034,51,134,110.45039381639543,0.28196707690432044,0.04294458747929781,0.20579560177974188,0.3730877790302301
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,female,Y035_049,45,83,68.57216754239194,0.3983914017209899,0.07449237667409543,0.26476675765913105,0.5490899169160279
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,female,Y025_049,54,217,178.9364454804399,0.3253202261705728,0.03554514961936907,0.25983285266075135,0.3984281411559928
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,female,Y015_019,40,81,70.66069309414023,0.14115879474449203,0.04425544059759411,0.07438715794735196,0.2515760177406876
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,female,Y020_024,40,75,65.51328493469062,0.074313588980919,0.02753463694752144,0.03534048593877788,0.14960055321337548
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,female,Y025_029,42,76,61.40691923862825,0.17849085658314529,0.04432510781276735,0.10725613158713156,0.2820872969530171
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,female,Y030_034,38,58,49.2168654903101,0.4218423173206616,0.07029217848310942,0.293157422049122,0.5620948164376909
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,female,Y035_039,28,38,32.284315804520375,0.4557687500142108,0.09296483986898302,0.2865972552288079,0.6358022950773785
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,female,Y040_044,20,23,17.73638050986232,0.3579455238281763,0.11396293303472171,0.1741932768494842,0.5957073656773546
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_23_demo,Blantyre,all,female,Y045_049,20,22,20.30984369695249,0.3356767952205996,0.10593508105209916,0.16607550417992167,0.5617974974130467
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,both,Y015_049,30,426,336.3752238643987,0.0899153865094357,0.02105420552913292,0.05630881822532723,0.14059109698292604
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,both,Y015_024,29,171,135.6209343536218,0.04411356357793242,0.0224809961347128,0.01597231673904654,0.1159918222619392
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,both,Y025_034,30,136,106.86331981117844,0.1318668726601657,0.03536870670532968,0.07655544243619788,0.21771898514702817
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,both,Y035_049,29,119,94.15956583397798,0.11223685367460136,0.03115615583858044,0.0641068029483485,0.1891970055278652
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,both,Y025_049,30,255,201.0166608561796,0.12261761921515156,0.02804314954768397,0.07736002866310662,0.1889303521867449
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,both,Y015_019,28,106,85.74927080568843,0.00668457845562315,0.00667580818265514,9.370747541022002e-4,0.0460589301041409
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,both,Y020_024,26,65,50.39698422150484,0.1002058148198894,0.05036042393479369,0.03592777383473495,0.2496979080184445
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,both,Y025_029,28,73,57.198250709566416,0.06818802003080511,0.03517083661647046,0.02413234467202705,0.178000943383989
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,both,Y030_034,28,63,49.96291167610998,0.21294412895814513,0.06386872355400379,0.11363130644967416,0.3634630374267498
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,both,Y035_039,23,49,42.18444868570047,0.19198978578268447,0.05396263860671926,0.10727186145803592,0.31965682717047783
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,both,Y040_044,19,39,29.997438715715123,0.0941064187042952,0.04711257279663881,0.03397235706039345,0.23481028910855803
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,both,Y045_049,20,31,23.60517632112348,0.02867389100355207,0.02803106177949615,0.00408939169001979,0.1750733750419022
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y015_049,30,191,155.1798330019263,0.07154596372014538,0.02478879924267732,0.03575739010667153,0.13802688464574916
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y015_024,29,79,63.116277792161654,0.05003694668142333,0.04120020525124496,0.00954174291329374,0.22359614865277216
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y025_034,25,54,43.96858041326275,0.08345390676708095,0.03243808910576881,0.03814342917399536,0.17291262267526109
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y035_049,26,58,48.46908531946949,0.0916700725808742,0.037610346193051133,0.03997523347713964,0.19653005204789373
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y025_049,29,112,92.392205643826685,0.08767098281135928,0.02909864137247721,0.04498280805518603,0.16391662036636406
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y015_019,22,50,41.9798192578385,0,0,,
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y020_024,19,29,22.083749862411334,0.12417898200475784,0.09604865332164308,0.02449817259379172,0.4445978840176446
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y025_029,14,25,19.700719941244653,0.03566678623002469,0.03347979629951192,0.00545882723504788,0.19950572224103055
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y030_034,18,29,25.256448975578284,0.1337136660213218,0.05817365787633021,0.05453486305234001,0.2923096874377312
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y035_039,18,24,20.809385732879505,0.09811292979962973,0.05911602473493885,0.02853211530547678,0.2872122091410445
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y040_044,11,17,13.67685380648255,0.1795955674254131,0.09921339761523935,0.05526057267207326,0.45033173562482554
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y045_049,15,17,14.071547681186724,0,0,,
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y050_054,3,3,2.8896508633575007,0,0,,
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y015_049,30,235,181.2241864173144,0.105355409618783,0.0285498675694247,0.06106790930895864,0.17574911680443098
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y015_024,29,92,72.51508406984145,0.03886654020818121,0.02355264189571226,0.01161560203210107,0.12214885724100184
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y025_034,30,82,62.89478221850871,0.1657550421841749,0.05435258219940435,0.08421556597333724,0.3003501952637405
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y035_049,26,61,45.94605825161319,0.13178637802093326,0.05013365584658069,0.06042456282276949,0.2637673626565303
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y025_049,30,143,108.74094340551406,0.15090700665561732,0.04184354963899579,0.08568071731579438,0.25209729437631867
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y015_019,27,56,43.92225176869021,0.01255538663475669,0.01245247193735277,0.00177250785667867,0.0834510338965913
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y020_024,21,36,28.5964976699586,0.07869588964045784,0.05384429518707508,0.01953598062563831,0.2680319883185429
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y025_029,25,48,37.79453462291134,0.08785511083759329,0.04830451474854209,0.02870576176465056,0.2389057409847911
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y030_034,22,34,25.11477528306055,0.27941308567092576,0.09644859291088952,0.1316718951489752,0.4978767484010895
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y035_039,16,25,21.578715644466275,0.29602347858959055,0.11050822340794768,0.12947057319480193,0.543151254882956
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y040_044,15,22,16.451661116181267,0.031935827777679,0.03241847516267259,0.00420699822716805,0.2048342090491665
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y045_049,12,14,10.01891681921018,0.05893225834229492,0.05980743218416748,0.00750793895781947,0.3414149690335666
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y015_049,29,511,444.295383871276,0.16466692469123534,0.01737580906212624,0.13336914456670618,0.2016008065823441
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y015_024,29,220,192.7556267044748,0.0388808296371301,0.01728563308676712,0.01607621915968552,0.09104126317135013
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y025_034,28,163,139.45149851095735,0.2002288212938951,0.02856977060058794,0.15000801847120096,0.2620788592776355
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y035_049,29,128,112.12136004165706,0.3375425127616257,0.04941136170295051,0.24836243106532335,0.4399993530788199
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y025_049,29,291,251.5415576220983,0.2606656467750398,0.02638363710273852,0.21234718134997616,0.31557372207848083
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y015_019,28,143,126.2928049900252,0.02311305634444533,0.01198155046191607,0.00829283697078761,0.06274298382403555
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y020_024,26,77,66.47123822068215,0.06925930601802267,0.04462215846115257,0.01880131435424509,0.2241927029662661
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y025_029,26,75,64.04851597314403,0.1150323490979418,0.0397269802726117,0.05704353855817179,0.2183222972436669
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y030_034,26,88,75.74018864011349,0.27972106761462234,0.04324419374797778,0.20318205578355225,0.3716447131106018
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y035_039,25,49,42.68096335794221,0.3650761701240265,0.09275446159545256,0.20789002515808608,0.5574681620623675
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y040_044,22,41,37.692727068209656,0.3246902457258794,0.07476351466962726,0.19772238897328712,0.4840032212139148
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y045_049,21,38,32.095750092685996,0.3130992886514252,0.07785326391519366,0.1831479591808742,0.4809654110551109
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y015_049,29,223,193.5008943852574,0.13563767305774796,0.01949350892982072,0.1017537965121054,0.1785618370133496
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y015_024,28,98,86.41472708313805,0.02614556922072992,0.01895249728719338,0.00620317477138339,0.10352171874404144
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y025_034,27,79,67.35148681362129,0.14614310966786356,0.03642079735782646,0.0880863744286752,0.23270012258884532
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y035_049,24,46,39.793776482267006,0.3651204700938032,0.08767942112196063,0.21508378700981728,0.5468951379192789
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y025_049,28,125,107.14360562933848,0.22705518183030385,0.03363899621588927,0.16788538962388355,0.2995712173709523
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y015_019,24,65,58.04677925257408,0.014490289377694,0.01431677671850729,0.00205658902658257,0.0949437288239874
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y020_024,19,33,28.71044432541976,0.04681648590129814,0.04453648432510575,0.00689759220762329,0.2577908080284094
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y025_029,21,38,32.77381712379384,0.04061201466742339,0.02794749013953913,0.01027115353133938,0.14724535949482967
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y030_034,24,41,34.57917179615843,0.24711391613175476,0.06222606178441906,0.1455925078126158,0.3873340256342258
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y035_039,12,19,16.343034326095754,0.35534675520519815,0.15822328007011,0.12462173289854162,0.6809489300995052
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y040_044,11,14,13.535350588039227,0.3729576517772832,0.13351595991824397,0.16266439728582055,0.6455275776882925
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y045_049,10,13,10.610990522035484,0.373423956001006,0.14913545115177337,0.14593870027787387,0.6751792626420172
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y050_054,11,13,10.808058109299791,0.2261669372460128,0.0985840743105912,0.08833738059657138,0.4685269338210587
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y015_049,29,288,252.0483720679277,0.1894582569579003,0.02258673585429269,0.1490828115563313,0.2377136697426148
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y015_024,28,122,107.50340554705951,0.05083703463087025,0.02045746732138981,0.02280039268917389,0.1094864422021876
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y025_034,24,84,72.2427404259675,0.25398383638487876,0.05138173657286311,0.16673086405997847,0.366798158993207
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y035_049,27,82,72.47124890782669,0.32123547469820507,0.05068701968023288,0.2308142426604164,0.427396721295784
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y025_049,29,166,144.70196107468243,0.2873561770531015,0.03179541055020764,0.22924636311151209,0.35344120337195684
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y015_019,25,78,68.30702372073351,0.03077044164852803,0.02024018823660774,0.00832525123900302,0.1071879816189093
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y020_024,23,44,40.190758624995794,0.0927073768480992,0.05082183961462464,0.03031734114081888,0.25034278088512085
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y025_029,21,37,31.28608102947043,0.1909404655096809,0.06549531470829778,0.09322568304618913,0.35138625955960406
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y030_034,19,47,41.61622089826108,0.3113542089696633,0.06951203504713906,0.19322167469003185,0.4604873472087009
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y035_039,20,30,26.606460748838643,0.3720935517042897,0.08682409232766496,0.22242367812432637,0.5510974965006697
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y040_044,18,27,24.306667463798068,0.30118296503491454,0.08863627562459113,0.15881476460047722,0.4959329234819627
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y045_049,18,25,21.563203851100074,0.2801805794218712,0.0986393870273434,0.12986365524312857,0.5037581080350669
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,both,Y015_049,31,487,374.07191643560657,0.1799662503520081,0.02944894882710363,0.12924141082827206,0.24499813735524256
