indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y015_049,30,191,155.17983300192685,0.07154596372014531,0.02478879924267729,0.035757390106671505,0.13802688464574897
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y015_024,29,79,63.1162777921616,0.05003694668142337,0.04120020525124499,0.009541742913293755,0.22359614865277233
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y025_034,25,54,43.96858041326275,0.08345390676708096,0.032438089105768814,0.03814342917399537,0.17291262267526106
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y035_049,26,58,48.46908531946948,0.09167007258087422,0.037610346193051133,0.03997523347713968,0.19653005204789373
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y015_019,22,50,41.979819257838464,0,0,NA,NA
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y020_024,19,29,22.083749862411327,0.12417898200475785,0.09604865332164308,0.024498172593791723,0.4445978840176446
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y025_029,14,25,19.700719941244632,0.035666786230024713,0.033479796299511935,0.005458827235047886,0.19950572224103064
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y030_034,18,29,25.256448975578277,0.13371366602132181,0.05817365787633023,0.05453486305234001,0.2923096874377313
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y035_039,18,24,20.809385732879498,0.09811292979962971,0.05911602473493886,0.028532115305476776,0.2872122091410445
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y040_044,11,17,13.676853806482546,0.17959556742541313,0.09921339761523935,0.0552605726720733,0.4503317356248255
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y045_049,15,17,14.071547681186722,0,0,NA,NA
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,male,Y050_054,3,3,2.8896508633575007,0,0,NA,NA
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y015_049,30,235,181.2241864173147,0.10535540961878292,0.028549867569424684,0.06106790930895859,0.1757491168044309
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y015_024,29,92,72.51508406984141,0.0388665402081812,0.023552641895712257,0.011615602032101073,0.12214885724100173
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y025_034,30,82,62.89478221850873,0.1657550421841748,0.05435258219940432,0.08421556597333724,0.3003501952637404
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y035_049,26,61,45.94605825161318,0.1317863780209333,0.050133655846580714,0.06042456282276949,0.26376736265653034
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y015_019,27,56,43.922251768690195,0.012555386634756699,0.012452471937352778,0.0017725078566786755,0.0834510338965913
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y020_024,21,36,28.596497669958584,0.07869588964045784,0.05384429518707509,0.019535980625638317,0.26803198831854297
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y025_029,25,48,37.79453462291133,0.08785511083759331,0.04830451474854209,0.02870576176465059,0.2389057409847911
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y030_034,22,34,25.114775283060542,0.27941308567092576,0.09644859291088953,0.1316718951489752,0.4978767484010895
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y035_039,16,25,21.578715644466275,0.29602347858959055,0.11050822340794769,0.12947057319480193,0.5431512548829561
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y040_044,15,22,16.45166111618126,0.031935827777679,0.03241847516267259,0.00420699822716805,0.20483420904916647
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_24_demo,Mwanza,all,female,Y045_049,12,14,10.01891681921018,0.05893225834229493,0.05980743218416749,0.007507938957819484,0.34141496903356666
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y015_049,29,511,444.2953838712756,0.16466692469123537,0.017375809062126248,0.1333691445667062,0.2016008065823442
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y015_024,29,220,192.75562670447474,0.038880829637130104,0.017285633086767123,0.016076219159685528,0.09104126317135011
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y025_034,28,163,139.45149851095695,0.20022882129389524,0.02856977060058796,0.15000801847120107,0.26207885927763563
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y035_049,29,128,112.12136004165696,0.33754251276162583,0.04941136170295052,0.2483624310653235,0.4399993530788199
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y015_019,28,143,126.29280499002489,0.023113056344445354,0.01198155046191608,0.008292836970787622,0.06274298382403559
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y020_024,26,77,66.47123822068222,0.06925930601802263,0.04462215846115255,0.018801314354245084,0.22419270296626598
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y025_029,26,75,64.04851597314408,0.11503234909794179,0.0397269802726117,0.05704353855817174,0.21832229724366686
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y030_034,26,88,75.74018864011352,0.2797210676146223,0.04324419374797778,0.20318205578355222,0.3716447131106017
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y035_039,25,49,42.680963357942204,0.3650761701240264,0.09275446159545253,0.207890025158086,0.5574681620623674
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y040_044,22,41,37.6927270682097,0.3246902457258793,0.07476351466962722,0.1977223889732871,0.4840032212139146
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,both,Y045_049,21,38,32.095750092686004,0.3130992886514252,0.07785326391519365,0.18314795918087423,0.4809654110551109
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y015_049,29,223,193.50089438525595,0.13563767305774835,0.019493508929820786,0.1017537965121057,0.1785618370133501
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y015_024,28,98,86.41472708313813,0.026145569220729914,0.018952497287193372,0.006203174771383398,0.10352171874404134
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y025_034,27,79,67.35148681362121,0.14614310966786362,0.03642079735782649,0.08808637442867524,0.2327001225888454
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y035_049,24,46,39.79377648226701,0.3651204700938031,0.08767942112196059,0.21508378700981726,0.5468951379192787
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y015_019,24,65,58.046779252574126,0.014490289377694,0.014316776718507292,0.002056589026582575,0.0949437288239874
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y020_024,19,33,28.71044432541975,0.046816485901298145,0.04453648432510576,0.00689759220762329,0.2577908080284095
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y025_029,21,38,32.77381712379385,0.04061201466742338,0.027947490139539132,0.010271153531339368,0.14724535949482967
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y030_034,24,41,34.57917179615844,0.2471139161317547,0.06222606178441905,0.14559250781261573,0.3873340256342257
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y035_039,12,19,16.34303432609576,0.3553467552051981,0.15822328007010997,0.12462173289854162,0.6809489300995052
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y040_044,11,14,13.535350588039226,0.37295765177728324,0.133515959918244,0.16266439728582055,0.6455275776882925
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y045_049,10,13,10.610990522035483,0.3734239560010059,0.14913545115177335,0.1459387002778739,0.6751792626420171
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,male,Y050_054,11,13,10.808058109299797,0.22616693724601278,0.09858407431059121,0.08833738059657138,0.4685269338210587
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y015_049,29,288,252.04837206792908,0.18945825695790008,0.02258673585429266,0.1490828115563311,0.2377136697426145
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y015_024,28,122,107.5034055470596,0.05083703463087025,0.02045746732138981,0.02280039268917388,0.10948644220218756
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y025_034,24,84,72.24274042596745,0.25398383638487887,0.05138173657286311,0.16673086405997856,0.3667981589932071
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y035_049,27,82,72.47124890782663,0.32123547469820507,0.0506870196802329,0.23081424266041628,0.42739672129578404
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y015_019,25,78,68.30702372073345,0.030770441648528032,0.020240188236607747,0.008325251239003028,0.10718798161890926
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y020_024,23,44,40.19075862499582,0.09270737684809918,0.05082183961462462,0.03031734114081888,0.25034278088512074
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y025_029,21,37,31.286081029470438,0.19094046550968088,0.06549531470829777,0.09322568304618911,0.35138625955960395
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y030_034,19,47,41.61622089826112,0.31135420896966315,0.06951203504713901,0.1932216746900318,0.46048734720870066
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y035_039,20,30,26.60646074883864,0.3720935517042897,0.08682409232766496,0.22242367812432637,0.5510974965006697
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y040_044,18,27,24.30666746379808,0.3011829650349145,0.0886362756245911,0.15881476460047722,0.4959329234819627
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_25_demo,Chiradzulu,all,female,Y045_049,18,25,21.563203851100084,0.2801805794218711,0.09863938702734334,0.12986365524312854,0.5037581080350666
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,both,Y015_049,31,487,374.07191643560736,0.17996625035200803,0.02944894882710361,0.129241410828272,0.24499813735524245
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,both,Y015_024,31,201,153.30774245271647,0.04637829073768417,0.015944869160190035,0.02342968409110767,0.08973881482083636
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,both,Y025_034,31,155,121.05528475202989,0.20074354352432297,0.04819571898639695,0.12234584110611452,0.31154492223535524
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,both,Y035_049,31,131,100.4325175272904,0.3435205452633086,0.06374060542354786,0.2311871883720975,0.47659981848813254
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,both,Y015_019,28,106,79.92164930822206,0.005717093322281503,0.004395008192360088,0.001261811021145911,0.025501694836320806
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,both,Y020_024,28,95,73.57858657942329,0.08752367012566957,0.03085149589592556,0.043049765125468216,0.1697907287604107
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,both,Y025_029,30,92,72.0280546844988,0.1557436127064788,0.04857446239825876,0.08208873161960202,0.27564053054847
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,both,Y030_034,28,63,49.192864086463445,0.2618816589443549,0.06177020467408961,0.15942251715719516,0.3989380711630956
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,both,Y035_039,25,50,38.303167421679326,0.37840154596375963,0.09337298474102344,0.21850726436530796,0.5699653580065138
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,both,Y040_044,21,40,30.137547592232686,0.28330604272593546,0.10841909967568396,0.12188692546265764,0.5295752466818986
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,both,Y045_049,22,41,32.07851409274885,0.36216966193897526,0.08983928670644407,0.20945576613248323,0.5489155315508398
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,male,Y015_049,31,209,158.0173663647519,0.16676749418826442,0.030220707054954873,0.11557964097614284,0.23461167560852597
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,male,Y015_024,29,87,65.25235734944387,0.033157699541704284,0.01927315159640165,0.010445601225998724,0.10025024991806689
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,male,Y025_034,28,67,52.22290980023009,0.10834234160146962,0.040168107476050485,0.05104081261521387,0.2153738144865481
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,male,Y035_049,28,55,40.868856765652026,0.436679907035751,0.08022185571592008,0.29032083685237176,0.5949655081736237
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,male,Y015_019,25,50,38.89127691586605,0,0,NA,NA
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,male,Y020_024,21,37,26.491156968325626,0.07763611151355392,0.043122478483146716,0.02520489639671571,0.21507096505205572
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,male,Y025_029,22,38,29.920975112344042,0.11867628179443199,0.0597421873494333,0.042106265615394156,0.29203711210009126
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,male,Y030_034,19,29,22.44907057023341,0.09596086935888118,0.051996084650876497,0.03174807616933773,0.255744760662015
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,male,Y035_039,15,18,13.580928148964617,0.3432224680626917,0.13139476049198995,0.14290077261253417,0.6209235743768451
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,male,Y040_044,12,16,11.496036680667649,0.38031183624479764,0.13672343773969162,0.1644792436091338,0.6567447518573237
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,male,Y045_049,15,21,15.814709339087042,0.5609669430484135,0.1050858377445039,0.35635854765958963,0.7467548529414135
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,male,Y050_054,10,14,11.915500617938347,0.09784841094997428,0.0840218694428149,0.01651368728926538,0.411973722318206
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,female,Y015_049,31,278,217.85526925500204,0.19096984497541408,0.03612528083848656,0.12988233679008457,0.2718133468140009
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,female,Y015_024,31,114,88.73986056282668,0.057494094605040506,0.020272688207801922,0.028467544848979183,0.11268438586932264
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,female,Y025_034,30,88,69.32596590687358,0.2798542767769757,0.07107191920360437,0.16295977258816055,0.4368391202757879
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,female,Y035_049,30,76,60.203000993786624,0.26927434065187206,0.07003125404233998,0.15500386631036442,0.42537836123654765
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,female,Y015_019,23,56,41.44979833005839,0.011917567273011805,0.009270285800922382,0.002571392410291397,0.053414850544124565
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,female,Y020_024,28,58,47.46323998152301,0.09391128994805414,0.03727122286305555,0.042076739674797345,0.19650223149890755
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,female,Y025_029,26,54,42.249124952077665,0.1844530051025893,0.0756481348237996,0.077838151803477,0.37734337803306117
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,female,Y030_034,21,34,27.09023611551748,0.4244727188163704,0.08154765401502057,0.2771407365948042,0.5865718205319694
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,female,Y035_039,23,32,25.01320515295374,0.4012272184935734,0.1099742760145482,0.2145777823236703,0.6217165586685097
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,female,Y040_044,16,24,18.78901949873744,0.2149012722664527,0.10429177014950522,0.07535757124866138,0.4789876805185571
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_26_demo,Thyolo,all,female,Y045_049,15,20,16.491420798437765,0.13651745733565324,0.09189249295901875,0.033169543155732485,0.4214920697770601
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,both,Y015_049,30,488,319.82342110734623,0.10958891024710242,0.020946046353234674,0.07476714437584994,0.15786139163190524
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,both,Y015_024,30,200,134.9841922052527,0.05700138545936784,0.02065527570078432,0.027675522437643284,0.11376600554778067
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,both,Y025_034,30,162,96.53036682054815,0.15129599877112065,0.04060314598555224,0.0875252510297082,0.24885813585682887
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,both,Y035_049,30,126,95.82090831096282,0.14384907543997522,0.041909326163914,0.07939143592282234,0.24662027246358983
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,both,Y015_019,29,116,83.14383446200983,0.04247077338788722,0.019028668924275544,0.017418763774871268,0.09989020120566709
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,both,Y020_024,28,84,53.7117599126699,0.07476351829410845,0.038492670823375805,0.026432703632743353,0.19386741906087812
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,both,Y025_029,28,88,53.38284934259639,0.18591397756097935,0.07897078237173129,0.07589715785721461,0.388381697070942
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,both,Y030_034,27,74,43.224527222788716,0.11089704954716512,0.04205983643185679,0.05128633712015462,0.22347334147737852
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,both,Y035_039,26,68,48.81066924488275,0.14717081405691707,0.05792545878129491,0.06528264484805323,0.2989269703748236
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,both,Y040_044,20,35,29.038789600812155,0.2308080195923949,0.08228873761918082,0.10791590750062031,0.4267067147253837
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,both,Y045_049,16,23,19.407765886306677,0,0,NA,NA
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,male,Y015_049,30,231,154.69259583618094,0.08678748218329466,0.017977161158552215,0.05742821580905198,0.1291004209363174
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,male,Y015_024,29,93,64.3122043824731,0.03491374319856491,0.019500301126187187,0.01150235850776958,0.10110199355427842
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,male,Y025_034,27,71,43.96264892906432,0.11274060951098062,0.05296482109400343,0.04307319347713777,0.26400227467774373
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,male,Y035_049,29,67,48.24001036571718,0.13383271876374936,0.04470617215897817,0.0676497399557712,0.24757090203375126
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,male,Y015_019,27,62,43.486160722937484,0.05489988689459857,0.02892456963857474,0.019107330541180176,0.14764804563603479
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,male,Y020_024,17,31,21.20889125633918,0,0,NA,NA
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,male,Y025_029,23,36,24.256508089982415,0.15039392414989272,0.11109132798281784,0.03120251184332232,0.49313228740897397
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,male,Y030_034,22,35,20.135471876330815,0.0755038699428542,0.04856238707630999,0.0204597546480625,0.2420439008284436
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,male,Y035_039,23,37,25.022368551926004,0.13359125192624224,0.06213767032939431,0.0510872698569342,0.3063238069185882
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,male,Y040_044,12,19,16.062282486706184,0.2094195390968002,0.10427907529303083,0.07156448854869069,0.4765288326263945
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,male,Y045_049,8,11,9.176955753945037,0,0,NA,NA
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,male,Y050_054,11,15,12.780834626869309,0.12518841396996627,0.0846344843521546,0.030505900012822808,0.39424025094276727
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,female,Y015_049,30,257,165.19455382027658,0.13034577333326175,0.029694230117109602,0.08231283639632488,0.2002903805844919
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,female,Y015_024,30,107,70.87224313807295,0.07555345284469847,0.0341253119366393,0.030414043290308012,0.17555688835731395
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,female,Y025_034,29,91,52.60347667420468,0.18229433598519257,0.05117396716156687,0.10213324654219545,0.3040646771582108
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,female,Y035_049,24,59,49.22621156763932,0.15662078200507182,0.05430604171183391,0.07660582503485915,0.2936348441995254
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,female,Y015_019,27,54,39.66546293666423,0.02857768868198775,0.028638649527407422,0.003879886661777792,0.1817987395765845
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,female,Y020_024,26,53,32.63832067362313,0.11854709589650353,0.056719257985594775,0.04435625954692636,0.280417591037377
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,female,Y025_029,22,52,29.471016113878377,0.21074938355682052,0.07509734206227059,0.09927478956741775,0.39280900307217653
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,female,Y030_034,22,39,23.16226015024103,0.1443050554000812,0.06210780680060513,0.05920074295921233,0.31127330878387016
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,female,Y035_039,16,31,26.043713985440306,0.16732575603896127,0.08260499883510772,0.05914885603981527,0.39110441684853925
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,female,Y040_044,13,16,12.987183209994473,0.25626199883105194,0.12120959163867506,0.09013761600914129,0.5451216233828025
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_27_demo,Chikwawa,all,female,Y045_049,10,12,10.234409683913304,0,0,NA,NA
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,both,Y015_049,29,476,391.7655082834176,0.1506158773794723,0.02242891340436566,0.11170909495303345,0.2000220720418684
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,both,Y015_024,29,208,175.89233510770828,0.032188923165868646,0.014350083992699962,0.013304705535860755,0.07581714349361247
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,both,Y025_034,28,146,111.49710419352999,0.21773975891261746,0.043786035303284614,0.14396644804813205,0.3153888948142477
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,both,Y035_049,29,122,105.78606553075605,0.26616249495285205,0.04948898643780314,0.1808225974337983,0.3734189891714094
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,both,Y015_019,28,113,99.33734649126235,0.023978234549046268,0.02314026945687826,0.0035252375341110597,0.14574132654576766
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,both,Y020_024,27,95,76.89485214037309,0.04190055149819107,0.017417551706096067,0.018342591798881747,0.09285285917295041
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,both,Y025_029,25,94,70.86592022926675,0.19281897138837825,0.04058560413840914,0.1253308609089444,0.2848145081483367
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,both,Y030_034,26,52,40.64830629607215,0.2623237181370751,0.06856700062936491,0.15079158692574854,0.41594415703922344
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,both,Y035_039,21,58,52.344481896308025,0.26782893527516866,0.055426240657874305,0.17369760678372248,0.38895985867075333
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,both,Y040_044,26,41,33.33511775921313,0.25567288947523126,0.07286205786468936,0.1395544021201823,0.42112237906533706
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,both,Y045_049,17,23,21.466780012269005,0.28389787930888294,0.10123132622137067,0.12997786789872143,0.512681799943144
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,male,Y015_049,28,201,166.18936081524666,0.12939633385953964,0.026371707500623388,0.08587077352943581,0.19038890311473633
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,male,Y015_024,28,94,79.69388537287439,0.021610228788664882,0.015178751347384509,0.0053793054327729685,0.08274055015781609
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,male,Y025_034,20,47,36.54642493779833,0.1592878434972903,0.062339657351571064,0.0707036367156658,0.32057247622154805
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,male,Y035_049,26,60,50.25722326268947,0.273310376857066,0.0653348015055185,0.16484168049251327,0.4174751109922212
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,male,Y015_019,24,59,50.7521613037642,0.02323831179601117,0.0228736865571929,0.003290075058531863,0.14637359310193207
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,male,Y020_024,19,35,29.132861700881218,0.019045008375427098,0.018224599062278315,0.002861144172740302,0.11611204787668787
prevalence,DEMO2010DHS,CY2010Q3,MWI_3_28_demo,Nsanje,all,male,Y025_029,16,27,21.030417417792382,0.14049983683911235,0.07418281454216676,0.04674597089648481,0.3527127876628122
